k_omega,d_des,alpha_1,T_c1,alpha_2,T_c2,p_T_x_0,p_T_y_0,z,sigma,dt
1,0.6,0.5,2,0.9,3,0,0,-0.004289796110242605,"[0, 0]",0
t,tStep,p_a_x(t),p_a_y(t),p_T_x(t),p_T_y(t),pT_hat_x(t),pT_hat_y(t),P_11(t),P_12(t),P_21(t),P_22(t),q_1(t),q_2(t),xi_1(t),xi_2(t),varphi_x(t),varphi_y(t),u_x(t),u_y(t),z,sigma,dt
-0.20649957656860352,0,0.19976074993610382,2.136080265045166,0.0,0.0,1.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09311117015662453,-0.9956557186056153,0,0,-0.004289796110242605,1.0,1.4042892456054688
1.1977896690368652,1,0.19976074993610382,2.136080265045166,0.0,0.0,1.25,1.0,1.3921144931645912,-0.13018697831825052,-0.13018697831825052,0.012174752440877555,-1.7062427143550323e-17,-2.601991685978888e-19,0.0,0.0,-0.09311117015662453,-0.9956557186056153,0,0,-0.004289796110242605,1.0,0.016000032424926758
1.213789701461792,2,0.19976074993610382,2.136080265045166,0.0,0.0,1.25,1.0,1.385701933238433,-0.12958729215438228,-0.12958729215438228,0.012118671328299096,-1.698383171402139e-17,-2.5900060140419663e-19,0.0,0.0,-0.09311117015662453,-0.9956557186056153,0,0,-0.004289796110242605,1.0,0.01550912857055664
1.2292988300323486,3,0.19976074993610382,2.136080265045166,0.0,0.0,1.25,1.0,1.379585573028926,-0.1290153058286228,-0.1290153058286228,0.012065180633564133,-1.6908866651182924e-17,-2.578573966971318e-19,0.0,0.0,-0.09311117015662453,-0.9956557186056153,0,0,-0.004289796110242605,1.0,0.015221357345581055
1.2445201873779297,4,0.19976074993610382,2.136080265045166,0.0,0.0,1.25,1.0,1.3736758009289394,-0.12846263909321817,-0.12846263909321817,0.012013496657387875,-1.6836433631926163e-17,-2.5675280523244276e-19,0.0,0.0,-0.09311117015662453,-0.9956557186056153,0,0,-0.004289796110242605,1.0,0.015500783920288086
1.2600209712982178,5,0.19976074993610382,2.136080265045166,0.0,0.0,1.25,1.0,1.3677491460910305,-0.12790839352744673,-0.12790839352744673,0.011961665033043498,-1.6763793689684833e-17,-2.556450582267457e-19,0.0,0.0,-0.09311117015662453,-0.9956557186056153,0,0,-0.004289796110242605,1.0,0.015175819396972656
1.2751967906951904,6,0.19976074993610382,2.136080265045166,0.0,0.0,1.25,1.0,1.362036681816774,-0.1273741785140495,-0.1273741785140495,0.011911706614603121,-1.669377897037244e-17,-2.54577345432931e-19,0.0,0.0,-0.09311117015662453,-0.9956557186056153,0,0,-0.004289796110242605,1.0,0.015497207641601562
1.290693998336792,7,0.19976074993610382,2.136080265045166,0.0,0.0,1.25,1.0,1.3562917681985416,-0.1268369289211968,-0.1268369289211968,0.011861464410072079,-1.6623366536238337e-17,-2.5350356755440846e-19,0.0,0.0,-0.09311117015662453,-0.9956557186056153,0,0,-0.004289796110242605,1.0,0.01551508903503418
1.306708812713623,8,0.19976074993610382,2.136080265045166,0.0,0.0,1.25,1.0,1.3506293586801121,-0.12630739490023488,-0.12630739490023488,0.011811943746043193,-1.655396531217269e-17,-2.5244521046079986e-19,0.0,0.0,-0.09311117015662453,-0.9956557186056153,0,0,-0.004289796110242605,1.0,0.015102386474609375
1.3218111991882324,9,0.19976074993610382,2.136080265045166,0.0,0.0,1.25,1.0,1.3452030855868657,-0.12579994375235298,-0.12579994375235298,0.01176448821568901,-1.6487458290107246e-17,-2.514309894650553e-19,0.0,0.0,-0.09311117015662453,-0.9956557186056153,0,0,-0.004289796110242605,1.0,0.01549673080444336
